transaction_id,timestamp,amount,currency,merchant_category,is_fraud,customer_segment,credit_score
414,2025-05-06T00:06:00,1867.29,USD,healthcare,0,standard,762
415,2025-02-17T04:14:00,10.82,USD,food,0,premium,426
416,2025-07-24T02:22:00,4215.18,EUR,utilities,0,premium,495
417,2025-04-13T11:01:00,861.6,EUR,food,0,student,798
418,2025-09-19T02:31:00,3715.55,GBP,food,0,student,523
419,2025-06-06T08:38:00,4392.89,EUR,travel,0,student,701
420,2025-11-06T02:17:00,2953.65,USD,travel,0,basic,809
421,2025-04-20T23:33:00,3273.01,USD,food,0,standard,379
422,2025-07-12T17:14:00,1477.12,USD,food,0,standard,638
423,2025-04-05T09:08:00,1406.59,GBP,utilities,0,basic,507
424,2025-06-11T14:26:00,2726.41,USD,healthcare,0,student,688
425,2025-04-21T22:44:00,1578.9,GBP,food,0,student,408
426,2025-06-08T02:44:00,1836.36,EUR,travel,0,standard,679
427,2025-07-17T18:08:00,4997.37,EUR,food,0,basic,532
428,2025-10-22T23:18:00,2882.52,USD,food,0,premium,515
429,2025-03-08T08:51:00,4028.09,GBP,utilities,0,basic,742
430,2025-01-15T14:40:00,2965.23,GBP,retail,0,basic,764
431,2025-02-09T06:08:00,962.54,EUR,education,0,premium,679
432,2025-04-05T16:19:00,787.53,USD,food,0,standard,420
433,2025-05-11T05:34:00,1703.7,USD,education,0,basic,481
434,2025-01-04T04:50:00,3172.5,EUR,food,0,basic,658
435,2025-06-03T11:20:00,1816.86,USD,food,0,student,565
436,2025-01-04T06:12:00,644.63,EUR,retail,0,basic,539
437,2025-09-11T06:33:00,3141.95,USD,healthcare,0,student,595
438,2025-09-19T06:28:00,798.06,EUR,utilities,0,basic,713
439,2025-01-14T17:20:00,1966.97,EUR,education,0,premium,309
440,2025-05-06T23:31:00,1446.5,EUR,retail,0,basic,334
441,2025-04-12T11:28:00,4344.81,USD,utilities,0,standard,551
442,2025-02-09T21:36:00,130.34,GBP,healthcare,0,student,753
443,2025-11-20T14:45:00,3430.26,GBP,utilities,0,basic,605
444,2025-10-07T01:13:00,1356.93,GBP,utilities,0,basic,619
445,2025-02-15T22:44:00,2227.38,GBP,utilities,0,basic,541
446,2025-12-01T14:29:00,2762.3,USD,entertainment,0,premium,630
447,2025-07-22T17:51:00,3348.7,EUR,food,0,premium,482
448,2025-05-10T03:17:00,3079.83,GBP,food,0,student,420
449,2025-07-17T05:01:00,4693.68,GBP,healthcare,0,student,475
450,2025-06-22T11:52:00,3035.53,USD,food,0,basic,701
451,2025-05-28T22:33:00,2086.32,EUR,education,0,basic,305
452,2025-06-19T11:44:00,1352.2,USD,travel,0,standard,558
453,2025-06-27T03:26:00,4514.15,EUR,retail,0,basic,676
454,2025-09-13T03:34:00,4598.86,GBP,food,0,basic,658
455,2025-11-07T23:00:00,2330.54,EUR,education,0,basic,745
456,2025-09-26T12:18:00,2983.6,USD,healthcare,0,basic,431
457,2025-07-20T08:08:00,3942.3,USD,travel,0,student,510
458,2025-07-04T14:22:00,2713.73,GBP,utilities,0,basic,516
459,2025-05-12T16:35:00,4394.78,GBP,food,0,student,461
460,2025-06-09T01:38:00,4177.7,GBP,healthcare,0,standard,323
461,2025-01-27T03:17:00,3983.29,EUR,travel,0,basic,509
462,2025-12-24T20:48:00,3596.75,USD,entertainment,0,basic,460
463,2025-02-04T08:16:00,1999.63,GBP,food,0,standard,394
464,2025-06-06T14:29:00,1397.07,EUR,food,0,student,378
465,2025-10-27T17:45:00,1027.55,EUR,healthcare,0,basic,355
466,2025-11-10T06:36:00,3544.86,USD,food,0,student,745
467,2025-03-01T03:23:00,4737.27,GBP,utilities,0,basic,524
468,2025-05-22T23:11:00,960.33,GBP,travel,0,student,770
469,2025-03-23T09:14:00,1039.91,GBP,healthcare,0,premium,408
470,2025-02-11T14:16:00,520.56,EUR,utilities,0,premium,471
471,2025-05-04T19:02:00,1714.38,USD,food,0,standard,587
472,2025-02-20T11:46:00,2689.94,GBP,retail,0,basic,539
473,2025-06-07T10:07:00,263.48,GBP,entertainment,0,student,414
474,2025-10-03T14:34:00,3748.64,GBP,travel,0,standard,582
475,2025-06-27T06:55:00,1957.46,USD,food,1,standard,302
476,2025-11-09T17:06:00,4929.08,USD,travel,0,basic,434
477,2025-09-17T22:06:00,3831.16,GBP,utilities,0,basic,358
478,2025-05-06T12:42:00,4456.23,GBP,utilities,0,basic,792
479,2025-05-18T14:50:00,1679.62,USD,healthcare,0,basic,374
480,2025-08-23T08:20:00,966.19,GBP,food,0,basic,833
481,2025-04-05T21:15:00,83.55,EUR,healthcare,0,standard,305
482,2025-08-28T17:06:00,1182.48,USD,utilities,0,standard,469
483,2025-10-18T08:54:00,2221.35,GBP,food,0,basic,668
484,2025-06-06T05:44:00,3269.17,GBP,travel,0,standard,443
485,2025-08-27T23:30:00,856.67,USD,food,0,basic,740
486,2025-06-15T05:06:00,1768.29,USD,food,0,student,391
487,2025-05-02T09:11:00,1445.07,EUR,food,0,standard,419
488,2025-10-12T09:04:00,2774.42,GBP,retail,0,basic,817
489,2025-07-06T08:56:00,4937.76,USD,healthcare,0,premium,840
490,2025-04-24T18:31:00,1702.97,EUR,entertainment,0,standard,707
491,2025-01-07T14:59:00,3212.06,EUR,travel,0,standard,844
492,2025-08-27T07:23:00,2112.6,USD,travel,0,standard,597
493,2025-01-28T22:27:00,1024.0,EUR,travel,0,student,444
494,2025-06-15T11:17:00,688.07,GBP,food,0,basic,837
495,2025-08-06T11:01:00,4999.84,USD,healthcare,0,basic,510
496,2025-05-14T16:58:00,4695.41,USD,healthcare,0,student,397
497,2025-09-03T09:23:00,2001.31,USD,entertainment,0,basic,410
498,2025-06-09T05:20:00,2405.22,GBP,travel,0,premium,304
499,2025-11-06T08:22:00,3977.71,USD,retail,0,student,811
